Flight_ID,Airline,Aircraft_Type,Origin,Destination,Scheduled_Departure,Actual_Departure,Scheduled_Arrival,Actual_Arrival,Delay_Cause,Cancelled,Turnaround_Time_Minutes
AI1169,Air India,B737,CCU,DEL,2025-07-08 01:00:00,2025-07-08 01:15:00,2025-07-08 03:30:00,2025-07-08 03:45:00,ATC,No,72
AI1170,Vistara,A320,CCU,DEL,2025-07-08 02:00:00,2025-07-08 02:30:00,2025-07-08 04:00:00,2025-07-08 04:30:00,Ground Ops,No,46
AI1171,SpiceJet,A320,HYD,BOM,2025-07-08 03:00:00,2025-07-08 03:00:00,2025-07-08 05:30:00,2025-07-08 05:50:00,Weather,No,80
AI1172,IndiGo,B737,DEL,MAA,2025-07-08 04:00:00,2025-07-08 05:00:00,2025-07-08 06:30:00,2025-07-08 07:30:00,Weather,No,71
AI1173,Vistara,B737,CCU,BOM,2025-07-08 05:00:00,2025-07-08 05:20:00,2025-07-08 07:30:00,2025-07-08 07:50:00,Weather,No,81
AI1174,Vistara,A320,BOM,CCU,2025-07-08 06:00:00,2025-07-08 06:15:00,2025-07-08 07:00:00,2025-07-08 07:15:00,Crew,No,79
AI1175,Air India,A321,CCU,BLR,2025-07-08 07:00:00,2025-07-08 07:45:00,2025-07-08 08:00:00,2025-07-08 08:00:00,None,No,68
AI1176,Air India,A320,HYD,CCU,2025-07-08 08:00:00,2025-07-08 08:00:00,2025-07-08 09:00:00,2025-07-08 09:00:00,None,Yes,30
AI1177,IndiGo,B737,MAA,BLR,2025-07-08 09:00:00,2025-07-08 09:00:00,2025-07-08 10:30:00,2025-07-08 10:30:00,Ground Ops,No,37
AI1178,IndiGo,A321,MAA,BOM,2025-07-08 10:00:00,2025-07-08 10:20:00,2025-07-08 11:00:00,2025-07-08 11:20:00,ATC,No,49
AI1179,IndiGo,A321,BLR,MAA,2025-07-08 11:00:00,2025-07-08 12:00:00,2025-07-08 12:30:00,2025-07-08 13:30:00,Crew,No,66
AI1180,SpiceJet,B787,DEL,HYD,2025-07-08 12:00:00,2025-07-08 12:00:00,2025-07-08 13:00:00,2025-07-08 13:00:00,Crew,No,72
AI1181,SpiceJet,B787,DEL,HYD,2025-07-08 13:00:00,2025-07-08 13:30:00,2025-07-08 14:30:00,2025-07-08 15:00:00,ATC,No,50
AI1182,Vistara,A320,BOM,DEL,2025-07-08 14:00:00,2025-07-08 15:00:00,2025-07-08 16:00:00,2025-07-08 17:00:00,Crew,No,83
AI1183,Air India,B787,CCU,DEL,2025-07-08 15:00:00,2025-07-08 16:00:00,2025-07-08 18:00:00,2025-07-08 19:00:00,None,No,46
AI1184,IndiGo,A320,BLR,DEL,2025-07-08 16:00:00,2025-07-08 16:10:00,2025-07-08 18:00:00,2025-07-08 18:00:00,Technical,No,84
AI1185,IndiGo,A320,CCU,HYD,2025-07-08 17:00:00,2025-07-08 17:20:00,2025-07-08 19:00:00,2025-07-08 19:00:00,Crew,No,41
AI1186,Vistara,B787,BOM,BLR,2025-07-08 18:00:00,2025-07-08 18:20:00,2025-07-08 20:00:00,2025-07-08 20:00:00,Technical,No,58
AI1187,Air India,B787,MAA,CCU,2025-07-08 19:00:00,2025-07-08 19:00:00,2025-07-08 20:30:00,2025-07-08 20:30:00,Ground Ops,No,59
AI1188,Air India,A321,DEL,HYD,2025-07-08 20:00:00,2025-07-08 20:10:00,2025-07-08 21:30:00,2025-07-08 21:30:00,Ground Ops,No,31
AI1189,IndiGo,A321,CCU,BLR,2025-07-08 21:00:00,2025-07-08 21:10:00,2025-07-08 23:00:00,2025-07-08 23:10:00,Ground Ops,No,58
AI1190,IndiGo,A321,MAA,DEL,2025-07-08 22:00:00,2025-07-08 22:00:00,2025-07-08 23:30:00,2025-07-08 23:30:00,Technical,No,30
AI1191,IndiGo,B737,HYD,CCU,2025-07-08 23:00:00,2025-07-08 23:30:00,2025-07-09 00:30:00,2025-07-09 01:00:00,Ground Ops,Yes,59
AI1192,Air India,A320,CCU,MAA,2025-07-09 00:00:00,2025-07-09 00:00:00,2025-07-09 03:00:00,2025-07-09 03:00:00,Ground Ops,Yes,32
AI1193,Vistara,A320,DEL,MAA,2025-07-09 01:00:00,2025-07-09 01:10:00,2025-07-09 03:30:00,2025-07-09 03:40:00,Weather,No,52
AI1194,IndiGo,B737,BLR,BOM,2025-07-09 02:00:00,2025-07-09 02:00:00,2025-07-09 03:30:00,2025-07-09 03:30:00,Weather,No,60
AI1195,Vistara,B787,CCU,BLR,2025-07-09 03:00:00,2025-07-09 03:30:00,2025-07-09 06:00:00,2025-07-09 06:00:00,Crew,No,70
AI1196,SpiceJet,A321,BLR,DEL,2025-07-09 04:00:00,2025-07-09 04:10:00,2025-07-09 06:00:00,2025-07-09 06:10:00,None,No,84
AI1197,Air India,B787,MAA,HYD,2025-07-09 05:00:00,2025-07-09 05:30:00,2025-07-09 07:30:00,2025-07-09 08:00:00,ATC,No,65
AI1198,Vistara,B787,CCU,BLR,2025-07-09 06:00:00,2025-07-09 06:10:00,2025-07-09 07:00:00,2025-07-09 07:00:00,Technical,No,43
AI1199,Vistara,A320,BLR,CCU,2025-07-09 07:00:00,2025-07-09 07:45:00,2025-07-09 08:00:00,2025-07-09 08:00:00,Crew,No,56
AI1200,Vistara,B787,MAA,HYD,2025-07-09 08:00:00,2025-07-09 08:05:00,2025-07-09 10:00:00,2025-07-09 10:05:00,Crew,No,33
AI1201,Vistara,A320,DEL,MAA,2025-07-09 09:00:00,2025-07-09 09:15:00,2025-07-09 10:30:00,2025-07-09 10:45:00,Technical,No,67
AI1202,Vistara,A321,BOM,MAA,2025-07-09 10:00:00,2025-07-09 10:00:00,2025-07-09 11:30:00,2025-07-09 11:30:00,ATC,No,35
AI1203,Air India,A321,CCU,BLR,2025-07-09 11:00:00,2025-07-09 11:00:00,2025-07-09 12:00:00,2025-07-09 12:45:00,Weather,No,47
AI1204,IndiGo,B737,BLR,DEL,2025-07-09 12:00:00,2025-07-09 12:00:00,2025-07-09 15:00:00,2025-07-09 15:00:00,Ground Ops,No,87
AI1205,Air India,B737,BLR,MAA,2025-07-09 13:00:00,2025-07-09 13:45:00,2025-07-09 14:30:00,2025-07-09 15:15:00,ATC,No,69
AI1206,IndiGo,B737,CCU,MAA,2025-07-09 14:00:00,2025-07-09 14:30:00,2025-07-09 16:00:00,2025-07-09 16:30:00,Technical,No,65
AI1207,Air India,B737,BLR,DEL,2025-07-09 15:00:00,2025-07-09 15:05:00,2025-07-09 18:00:00,2025-07-09 18:05:00,ATC,No,50
AI1208,IndiGo,A320,MAA,CCU,2025-07-09 16:00:00,2025-07-09 17:00:00,2025-07-09 18:30:00,2025-07-09 19:30:00,None,No,34
AI1209,Vistara,A321,HYD,MAA,2025-07-09 17:00:00,2025-07-09 17:00:00,2025-07-09 19:30:00,2025-07-09 20:15:00,Weather,No,58
AI1210,IndiGo,A320,DEL,HYD,2025-07-09 18:00:00,2025-07-09 18:10:00,2025-07-09 19:00:00,2025-07-09 19:10:00,Crew,No,41
AI1211,Vistara,A321,HYD,DEL,2025-07-09 19:00:00,2025-07-09 19:00:00,2025-07-09 22:00:00,2025-07-09 22:30:00,Weather,No,46
AI1212,IndiGo,B787,MAA,BOM,2025-07-09 20:00:00,2025-07-09 20:00:00,2025-07-09 22:30:00,2025-07-09 22:35:00,Crew,No,79
AI1213,IndiGo,B737,MAA,BLR,2025-07-09 21:00:00,2025-07-09 21:00:00,2025-07-09 23:00:00,2025-07-09 23:45:00,Weather,No,80
AI1214,Vistara,A321,DEL,BOM,2025-07-09 22:00:00,2025-07-09 22:00:00,2025-07-10 01:00:00,2025-07-10 01:10:00,Crew,No,47
AI1215,Vistara,B787,DEL,CCU,2025-07-09 23:00:00,2025-07-09 23:00:00,2025-07-10 01:00:00,2025-07-10 02:00:00,Weather,No,46
AI1216,SpiceJet,B787,MAA,HYD,2025-07-10 00:00:00,2025-07-10 00:20:00,2025-07-10 03:00:00,2025-07-10 03:20:00,Technical,No,85
AI1217,SpiceJet,A320,HYD,BLR,2025-07-10 01:00:00,2025-07-10 01:00:00,2025-07-10 02:30:00,2025-07-10 02:30:00,Crew,No,61
AI1218,Air India,A320,MAA,BLR,2025-07-10 02:00:00,2025-07-10 02:00:00,2025-07-10 04:00:00,2025-07-10 05:00:00,Technical,No,38
AI1219,IndiGo,A320,BOM,BLR,2025-07-10 03:00:00,2025-07-10 03:00:00,2025-07-10 05:00:00,2025-07-10 05:45:00,Technical,No,44
AI1220,Vistara,A321,DEL,BOM,2025-07-10 04:00:00,2025-07-10 04:00:00,2025-07-10 05:30:00,2025-07-10 05:30:00,Weather,No,70
AI1221,SpiceJet,B787,DEL,BLR,2025-07-10 05:00:00,2025-07-10 05:30:00,2025-07-10 06:00:00,2025-07-10 06:30:00,ATC,No,41
AI1222,SpiceJet,A321,BOM,MAA,2025-07-10 06:00:00,2025-07-10 07:00:00,2025-07-10 08:00:00,2025-07-10 09:00:00,Technical,No,39
AI1223,SpiceJet,A320,BLR,MAA,2025-07-10 07:00:00,2025-07-10 07:00:00,2025-07-10 09:00:00,2025-07-10 09:00:00,Ground Ops,No,85
AI1224,Air India,B787,BOM,BLR,2025-07-10 08:00:00,2025-07-10 08:10:00,2025-07-10 09:00:00,2025-07-10 09:10:00,Weather,No,69
AI1225,SpiceJet,B737,DEL,CCU,2025-07-10 09:00:00,2025-07-10 09:00:00,2025-07-10 10:30:00,2025-07-10 10:30:00,Weather,No,71
AI1226,SpiceJet,B787,BOM,HYD,2025-07-10 10:00:00,2025-07-10 10:00:00,2025-07-10 12:30:00,2025-07-10 12:30:00,None,Yes,33
AI1227,Vistara,B787,BLR,HYD,2025-07-10 11:00:00,2025-07-10 11:15:00,2025-07-10 12:00:00,2025-07-10 12:00:00,Crew,No,44
AI1228,Air India,B737,HYD,CCU,2025-07-10 12:00:00,2025-07-10 12:10:00,2025-07-10 13:00:00,2025-07-10 13:10:00,Weather,No,37
AI1229,Vistara,B787,BLR,HYD,2025-07-10 13:00:00,2025-07-10 13:20:00,2025-07-10 15:00:00,2025-07-10 15:20:00,None,No,71
AI1230,Air India,A321,DEL,HYD,2025-07-10 14:00:00,2025-07-10 14:30:00,2025-07-10 15:00:00,2025-07-10 15:00:00,Weather,No,32
AI1231,Air India,A321,BLR,HYD,2025-07-10 15:00:00,2025-07-10 15:20:00,2025-07-10 18:00:00,2025-07-10 18:20:00,Weather,No,41
AI1232,SpiceJet,A321,DEL,BOM,2025-07-10 16:00:00,2025-07-10 16:00:00,2025-07-10 18:00:00,2025-07-10 18:00:00,Technical,No,73
AI1233,SpiceJet,B787,HYD,DEL,2025-07-10 17:00:00,2025-07-10 17:15:00,2025-07-10 18:30:00,2025-07-10 18:45:00,Technical,No,62
AI1234,Air India,A321,BOM,DEL,2025-07-10 18:00:00,2025-07-10 18:05:00,2025-07-10 21:00:00,2025-07-10 21:05:00,None,No,85
AI1235,Air India,A320,BLR,CCU,2025-07-10 19:00:00,2025-07-10 19:10:00,2025-07-10 20:00:00,2025-07-10 20:10:00,Ground Ops,No,58
AI1236,Vistara,A320,BOM,HYD,2025-07-10 20:00:00,2025-07-10 20:00:00,2025-07-10 22:00:00,2025-07-10 22:30:00,None,No,67
AI1237,Air India,B737,BLR,CCU,2025-07-10 21:00:00,2025-07-10 21:00:00,2025-07-11 00:00:00,2025-07-11 00:30:00,ATC,No,50
AI1238,SpiceJet,B737,DEL,BOM,2025-07-10 22:00:00,2025-07-10 22:00:00,2025-07-10 23:00:00,2025-07-10 23:15:00,Weather,No,32
AI1239,SpiceJet,B737,CCU,MAA,2025-07-10 23:00:00,2025-07-10 23:00:00,2025-07-11 00:30:00,2025-07-11 00:30:00,Technical,No,65
AI1240,IndiGo,A320,CCU,MAA,2025-07-11 00:00:00,2025-07-11 00:45:00,2025-07-11 01:00:00,2025-07-11 01:45:00,Ground Ops,No,75
AI1241,SpiceJet,A321,CCU,BOM,2025-07-11 01:00:00,2025-07-11 01:00:00,2025-07-11 02:00:00,2025-07-11 02:00:00,Ground Ops,No,44
AI1242,SpiceJet,B737,HYD,DEL,2025-07-11 02:00:00,2025-07-11 02:00:00,2025-07-11 03:00:00,2025-07-11 03:15:00,Crew,No,33
AI1243,Vistara,B737,BOM,MAA,2025-07-11 03:00:00,2025-07-11 03:00:00,2025-07-11 06:00:00,2025-07-11 06:00:00,ATC,No,75
AI1244,Air India,A320,BLR,CCU,2025-07-11 04:00:00,2025-07-11 04:05:00,2025-07-11 05:00:00,2025-07-11 05:00:00,ATC,No,46
AI1245,SpiceJet,B787,DEL,MAA,2025-07-11 05:00:00,2025-07-11 05:05:00,2025-07-11 06:00:00,2025-07-11 06:00:00,Weather,No,46
AI1246,Air India,A320,BOM,MAA,2025-07-11 06:00:00,2025-07-11 06:10:00,2025-07-11 07:30:00,2025-07-11 07:30:00,Crew,No,31
AI1247,IndiGo,B787,BLR,HYD,2025-07-11 07:00:00,2025-07-11 07:20:00,2025-07-11 08:30:00,2025-07-11 08:50:00,Crew,No,73
AI1248,SpiceJet,B787,DEL,HYD,2025-07-11 08:00:00,2025-07-11 08:15:00,2025-07-11 09:30:00,2025-07-11 09:30:00,Technical,No,84
AI1249,IndiGo,A321,BLR,MAA,2025-07-11 09:00:00,2025-07-11 09:00:00,2025-07-11 12:00:00,2025-07-11 12:00:00,ATC,No,84
AI1250,IndiGo,A321,BLR,MAA,2025-07-11 10:00:00,2025-07-11 10:10:00,2025-07-11 12:00:00,2025-07-11 12:10:00,None,No,84
AI1251,Vistara,B737,BLR,HYD,2025-07-11 11:00:00,2025-07-11 11:15:00,2025-07-11 12:00:00,2025-07-11 12:15:00,ATC,No,52
AI1252,Air India,A321,DEL,CCU,2025-07-11 12:00:00,2025-07-11 12:30:00,2025-07-11 14:30:00,2025-07-11 14:30:00,Technical,No,64
AI1253,IndiGo,B787,BOM,MAA,2025-07-11 13:00:00,2025-07-11 13:10:00,2025-07-11 14:00:00,2025-07-11 14:10:00,Crew,Yes,75
AI1254,Vistara,B787,BOM,BLR,2025-07-11 14:00:00,2025-07-11 14:15:00,2025-07-11 16:30:00,2025-07-11 16:45:00,Technical,No,32
AI1255,Vistara,B737,HYD,BLR,2025-07-11 15:00:00,2025-07-11 15:05:00,2025-07-11 17:00:00,2025-07-11 17:05:00,Technical,No,68
AI1256,Air India,B787,HYD,DEL,2025-07-11 16:00:00,2025-07-11 16:30:00,2025-07-11 18:30:00,2025-07-11 19:00:00,Technical,No,45
AI1257,Air India,A321,BOM,MAA,2025-07-11 17:00:00,2025-07-11 17:05:00,2025-07-11 18:00:00,2025-07-11 18:00:00,Crew,No,52
AI1258,IndiGo,B737,DEL,HYD,2025-07-11 18:00:00,2025-07-11 19:00:00,2025-07-11 20:00:00,2025-07-11 21:00:00,Ground Ops,No,36
AI1259,Vistara,B737,BOM,DEL,2025-07-11 19:00:00,2025-07-11 19:15:00,2025-07-11 21:30:00,2025-07-11 21:30:00,Weather,No,34
AI1260,Vistara,A320,CCU,MAA,2025-07-11 20:00:00,2025-07-11 20:15:00,2025-07-11 22:30:00,2025-07-11 22:45:00,None,No,62
AI1261,Vistara,A320,BOM,BLR,2025-07-11 21:00:00,2025-07-11 21:00:00,2025-07-11 23:30:00,2025-07-12 00:00:00,None,No,58
AI1262,IndiGo,A320,HYD,BLR,2025-07-11 22:00:00,2025-07-11 22:05:00,2025-07-12 00:30:00,2025-07-12 00:35:00,Ground Ops,No,37
AI1263,Air India,B787,MAA,CCU,2025-07-11 23:00:00,2025-07-11 23:00:00,2025-07-12 00:00:00,2025-07-12 00:05:00,Ground Ops,No,62
AI1264,Vistara,B737,BOM,CCU,2025-07-12 00:00:00,2025-07-12 00:05:00,2025-07-12 03:00:00,2025-07-12 03:05:00,Weather,No,34
AI1265,SpiceJet,A321,BLR,MAA,2025-07-12 01:00:00,2025-07-12 01:05:00,2025-07-12 02:30:00,2025-07-12 02:30:00,Crew,No,45
AI1266,SpiceJet,A321,MAA,HYD,2025-07-12 02:00:00,2025-07-12 02:00:00,2025-07-12 03:30:00,2025-07-12 04:15:00,Crew,No,43
AI1267,Vistara,A320,CCU,HYD,2025-07-12 03:00:00,2025-07-12 03:20:00,2025-07-12 05:30:00,2025-07-12 05:50:00,Weather,No,50
AI1268,SpiceJet,A320,CCU,HYD,2025-07-12 04:00:00,2025-07-12 04:20:00,2025-07-12 07:00:00,2025-07-12 07:20:00,ATC,No,66
AI1269,Air India,B737,DEL,CCU,2025-07-12 05:00:00,2025-07-12 05:30:00,2025-07-12 07:30:00,2025-07-12 08:00:00,Technical,No,53
AI1270,Vistara,B737,BOM,DEL,2025-07-12 06:00:00,2025-07-12 07:00:00,2025-07-12 08:30:00,2025-07-12 08:30:00,ATC,No,83
AI1271,IndiGo,A321,CCU,DEL,2025-07-12 07:00:00,2025-07-12 07:00:00,2025-07-12 09:30:00,2025-07-12 09:35:00,Technical,No,82
AI1272,SpiceJet,A320,BOM,DEL,2025-07-12 08:00:00,2025-07-12 08:00:00,2025-07-12 09:30:00,2025-07-12 09:40:00,ATC,No,73
AI1273,Vistara,B737,BOM,CCU,2025-07-12 09:00:00,2025-07-12 10:00:00,2025-07-12 10:00:00,2025-07-12 11:00:00,Ground Ops,No,56
AI1274,Air India,B737,CCU,MAA,2025-07-12 10:00:00,2025-07-12 10:00:00,2025-07-12 12:30:00,2025-07-12 13:00:00,Technical,No,34
AI1275,Air India,B737,CCU,MAA,2025-07-12 11:00:00,2025-07-12 11:05:00,2025-07-12 12:00:00,2025-07-12 12:05:00,Weather,No,71
AI1276,Air India,B737,BOM,HYD,2025-07-12 12:00:00,2025-07-12 13:00:00,2025-07-12 14:30:00,2025-07-12 15:30:00,Crew,No,57
AI1277,SpiceJet,A321,MAA,BOM,2025-07-12 13:00:00,2025-07-12 13:20:00,2025-07-12 15:30:00,2025-07-12 15:50:00,None,No,86
AI1278,IndiGo,B787,BLR,CCU,2025-07-12 14:00:00,2025-07-12 14:00:00,2025-07-12 17:00:00,2025-07-12 17:00:00,Weather,No,48
AI1279,SpiceJet,A321,HYD,DEL,2025-07-12 15:00:00,2025-07-12 15:05:00,2025-07-12 17:30:00,2025-07-12 17:35:00,ATC,No,39
AI1280,SpiceJet,A320,BOM,BLR,2025-07-12 16:00:00,2025-07-12 17:00:00,2025-07-12 18:30:00,2025-07-12 18:30:00,Technical,No,31
AI1281,Air India,A320,BLR,MAA,2025-07-12 17:00:00,2025-07-12 17:20:00,2025-07-12 20:00:00,2025-07-12 20:00:00,Crew,No,50
AI1282,SpiceJet,A321,MAA,BOM,2025-07-12 18:00:00,2025-07-12 18:10:00,2025-07-12 20:30:00,2025-07-12 20:40:00,Crew,No,68
AI1283,IndiGo,B737,BLR,MAA,2025-07-12 19:00:00,2025-07-12 20:00:00,2025-07-12 20:00:00,2025-07-12 21:00:00,Ground Ops,No,80
AI1284,IndiGo,A321,DEL,BOM,2025-07-12 20:00:00,2025-07-12 21:00:00,2025-07-12 23:00:00,2025-07-13 00:00:00,None,No,53
AI1285,Vistara,A321,HYD,BOM,2025-07-12 21:00:00,2025-07-12 21:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,None,No,51
AI1286,Vistara,B787,HYD,BOM,2025-07-12 22:00:00,2025-07-12 22:30:00,2025-07-13 00:30:00,2025-07-13 00:30:00,Weather,No,56
AI1287,Air India,B787,HYD,CCU,2025-07-12 23:00:00,2025-07-12 23:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,Weather,Yes,87
AI1288,IndiGo,B737,MAA,BLR,2025-07-13 00:00:00,2025-07-13 00:30:00,2025-07-13 02:00:00,2025-07-13 02:30:00,Weather,No,71
AI1289,IndiGo,A321,HYD,CCU,2025-07-13 01:00:00,2025-07-13 01:00:00,2025-07-13 03:00:00,2025-07-13 03:45:00,Weather,No,53
AI1290,Air India,A320,CCU,HYD,2025-07-13 02:00:00,2025-07-13 02:45:00,2025-07-13 04:00:00,2025-07-13 04:45:00,Crew,No,60
AI1291,Vistara,B737,BLR,CCU,2025-07-13 03:00:00,2025-07-13 03:15:00,2025-07-13 04:30:00,2025-07-13 04:45:00,Weather,No,48
AI1292,SpiceJet,B787,MAA,DEL,2025-07-13 04:00:00,2025-07-13 04:00:00,2025-07-13 05:00:00,2025-07-13 05:00:00,Technical,No,69
AI1293,IndiGo,A321,BLR,CCU,2025-07-13 05:00:00,2025-07-13 05:00:00,2025-07-13 08:00:00,2025-07-13 08:30:00,Ground Ops,No,31
AI1294,SpiceJet,B737,BOM,HYD,2025-07-13 06:00:00,2025-07-13 06:45:00,2025-07-13 08:30:00,2025-07-13 09:15:00,Technical,No,40
AI1295,SpiceJet,A321,MAA,CCU,2025-07-13 07:00:00,2025-07-13 07:00:00,2025-07-13 10:00:00,2025-07-13 10:00:00,Crew,No,53
AI1296,IndiGo,B787,MAA,BLR,2025-07-13 08:00:00,2025-07-13 08:30:00,2025-07-13 10:30:00,2025-07-13 11:00:00,Ground Ops,No,32
AI1297,Air India,B737,MAA,BOM,2025-07-13 09:00:00,2025-07-13 09:15:00,2025-07-13 10:00:00,2025-07-13 10:15:00,Technical,No,48
AI1298,Air India,B737,BLR,DEL,2025-07-13 10:00:00,2025-07-13 10:10:00,2025-07-13 12:00:00,2025-07-13 12:10:00,Weather,No,89
AI1299,Vistara,B787,BLR,CCU,2025-07-13 11:00:00,2025-07-13 11:15:00,2025-07-13 13:30:00,2025-07-13 13:45:00,None,No,39
AI1300,Vistara,B787,HYD,DEL,2025-07-13 12:00:00,2025-07-13 12:15:00,2025-07-13 13:00:00,2025-07-13 13:00:00,ATC,No,88
AI1301,SpiceJet,A321,BOM,HYD,2025-07-13 13:00:00,2025-07-13 13:45:00,2025-07-13 16:00:00,2025-07-13 16:45:00,Crew,No,67
AI1302,Vistara,B787,HYD,BLR,2025-07-13 14:00:00,2025-07-13 14:05:00,2025-07-13 15:00:00,2025-07-13 15:00:00,Ground Ops,No,31
AI1303,SpiceJet,A321,MAA,HYD,2025-07-13 15:00:00,2025-07-13 16:00:00,2025-07-13 18:00:00,2025-07-13 19:00:00,ATC,No,36
AI1304,Air India,A321,MAA,CCU,2025-07-13 16:00:00,2025-07-13 16:20:00,2025-07-13 17:00:00,2025-07-13 17:00:00,None,No,68
AI1305,Air India,A321,DEL,BLR,2025-07-13 17:00:00,2025-07-13 17:30:00,2025-07-13 20:00:00,2025-07-13 20:30:00,Weather,No,43
AI1306,IndiGo,A321,CCU,BOM,2025-07-13 18:00:00,2025-07-13 19:00:00,2025-07-13 21:00:00,2025-07-13 22:00:00,None,No,81
AI1307,Vistara,B737,BLR,MAA,2025-07-13 19:00:00,2025-07-13 19:10:00,2025-07-13 20:00:00,2025-07-13 20:00:00,None,No,50
AI1308,Vistara,B737,BLR,MAA,2025-07-13 20:00:00,2025-07-13 20:20:00,2025-07-13 22:30:00,2025-07-13 22:50:00,Ground Ops,No,62
AI1309,Vistara,B737,HYD,BLR,2025-07-13 21:00:00,2025-07-13 21:45:00,2025-07-14 00:00:00,2025-07-14 00:45:00,Crew,No,75
AI1310,Vistara,A320,CCU,HYD,2025-07-13 22:00:00,2025-07-13 22:15:00,2025-07-13 23:00:00,2025-07-13 23:00:00,None,No,79
AI1311,Air India,A320,MAA,BOM,2025-07-13 23:00:00,2025-07-13 23:20:00,2025-07-14 00:30:00,2025-07-14 00:50:00,Technical,No,77
AI1312,Air India,B787,HYD,MAA,2025-07-14 00:00:00,2025-07-14 00:15:00,2025-07-14 01:00:00,2025-07-14 01:00:00,ATC,No,62
AI1313,Air India,B737,MAA,DEL,2025-07-14 01:00:00,2025-07-14 01:10:00,2025-07-14 03:00:00,2025-07-14 03:10:00,None,No,80
AI1314,Vistara,A320,BLR,BOM,2025-07-14 02:00:00,2025-07-14 02:00:00,2025-07-14 04:30:00,2025-07-14 04:30:00,Weather,No,67
AI1315,Vistara,A320,CCU,MAA,2025-07-14 03:00:00,2025-07-14 03:20:00,2025-07-14 04:30:00,2025-07-14 04:50:00,None,Yes,75
AI1316,IndiGo,A320,HYD,BOM,2025-07-14 04:00:00,2025-07-14 04:45:00,2025-07-14 06:30:00,2025-07-14 06:30:00,Crew,No,52
AI1317,SpiceJet,B787,HYD,MAA,2025-07-14 05:00:00,2025-07-14 05:00:00,2025-07-14 06:30:00,2025-07-14 06:30:00,Ground Ops,No,43
AI1318,Air India,A320,DEL,BLR,2025-07-14 06:00:00,2025-07-14 06:10:00,2025-07-14 08:00:00,2025-07-14 08:00:00,Weather,No,54
AI1319,Vistara,B787,MAA,BLR,2025-07-14 07:00:00,2025-07-14 07:00:00,2025-07-14 09:30:00,2025-07-14 09:30:00,Weather,No,83
AI1320,Vistara,B787,HYD,DEL,2025-07-14 08:00:00,2025-07-14 08:20:00,2025-07-14 10:00:00,2025-07-14 10:20:00,Weather,No,67
AI1321,Vistara,B787,BLR,HYD,2025-07-14 09:00:00,2025-07-14 09:30:00,2025-07-14 11:30:00,2025-07-14 12:00:00,Crew,No,32
AI1322,Vistara,A320,HYD,CCU,2025-07-14 10:00:00,2025-07-14 10:10:00,2025-07-14 12:30:00,2025-07-14 12:40:00,None,No,72
AI1323,Vistara,B737,DEL,BLR,2025-07-14 11:00:00,2025-07-14 11:05:00,2025-07-14 14:00:00,2025-07-14 14:05:00,Ground Ops,No,76
AI1324,Air India,B787,CCU,DEL,2025-07-14 12:00:00,2025-07-14 12:20:00,2025-07-14 15:00:00,2025-07-14 15:00:00,None,No,39
AI1325,SpiceJet,A320,MAA,BLR,2025-07-14 13:00:00,2025-07-14 13:05:00,2025-07-14 16:00:00,2025-07-14 16:05:00,Crew,No,54
AI1326,IndiGo,B737,BLR,DEL,2025-07-14 14:00:00,2025-07-14 14:45:00,2025-07-14 17:00:00,2025-07-14 17:45:00,Ground Ops,No,78
AI1327,Vistara,A320,MAA,BOM,2025-07-14 15:00:00,2025-07-14 15:00:00,2025-07-14 17:30:00,2025-07-14 17:30:00,Weather,No,71
AI1328,Vistara,B787,CCU,BLR,2025-07-14 16:00:00,2025-07-14 17:00:00,2025-07-14 18:00:00,2025-07-14 19:00:00,Technical,No,35
AI1329,Vistara,B787,BLR,DEL,2025-07-14 17:00:00,2025-07-14 18:00:00,2025-07-14 18:00:00,2025-07-14 19:00:00,Ground Ops,No,34
AI1330,Vistara,B787,DEL,BOM,2025-07-14 18:00:00,2025-07-14 18:30:00,2025-07-14 19:00:00,2025-07-14 19:30:00,Crew,No,89
AI1331,IndiGo,A320,BOM,MAA,2025-07-14 19:00:00,2025-07-14 19:20:00,2025-07-14 20:30:00,2025-07-14 20:50:00,Weather,No,44
AI1332,Vistara,B737,HYD,BOM,2025-07-14 20:00:00,2025-07-14 21:00:00,2025-07-14 22:00:00,2025-07-14 23:00:00,Technical,No,66
AI1333,Air India,B737,HYD,MAA,2025-07-14 21:00:00,2025-07-14 21:00:00,2025-07-14 22:00:00,2025-07-14 22:00:00,Ground Ops,No,62
AI1334,Vistara,A321,HYD,MAA,2025-07-14 22:00:00,2025-07-14 22:15:00,2025-07-14 23:00:00,2025-07-14 23:15:00,ATC,No,66
AI1335,Vistara,A320,HYD,BOM,2025-07-14 23:00:00,2025-07-14 23:05:00,2025-07-15 01:00:00,2025-07-15 01:00:00,Weather,No,70
AI1336,Air India,B737,BLR,MAA,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-15 02:30:00,2025-07-15 03:15:00,Crew,No,65
AI1337,Vistara,B737,BLR,MAA,2025-07-15 01:00:00,2025-07-15 01:00:00,2025-07-15 03:00:00,2025-07-15 03:20:00,Crew,No,76
AI1338,IndiGo,A321,MAA,DEL,2025-07-15 02:00:00,2025-07-15 02:20:00,2025-07-15 03:30:00,2025-07-15 03:50:00,Crew,No,56
